0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0.1,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,0.2,1.2,2.2,3.2,4.2,5.2,6.2,7.2,8.2,9.2,10.2,11.2,12.2,13.2,14.2,15.2,num
0.34076005,0.48790035,0.612871,0.43675905,0.52665967,0.47921798,0.72096187,0.4365395,0.40765703,0.5923914,0.5401997,0.4342066,0.49851283,0.5569227,0.5458101,0.2552602,0.72446114,0.6732249,0.4371697,0.29076636,0.4990179,0.38998428,0.5454514,0.5085917,0.6146603,0.5353727,0.45513025,0.4586956,0.3035493,0.7952697,0.4237442,0.3485784,0.53670347,0.24662061,0.6089089,0.520373,0.650927,0.6710514,0.3749268,0.36887896,0.5855198,0.5483013,0.5212804,0.389572,0.32422763,0.23095252,0.49148396,0.2815269,0.25
0.2977368,0.6093992,0.6850219,0.39001164,0.4138809,0.4121324,0.6135399,0.26785338,0.5571128,0.73752004,0.341333,0.40198156,0.5457364,0.5099059,0.48958293,0.21491908,0.6613012,0.66551197,0.5140118,0.28819132,0.5059067,0.35879755,0.5130012,0.5351664,0.5572665,0.51805156,0.4146558,0.4779008,0.30545336,0.76205957,0.44323125,0.3503418,0.59296095,0.31142572,0.5752671,0.43553868,0.5964426,0.6597127,0.43779156,0.36142054,0.49810442,0.5119519,0.5533269,0.44159606,0.3879157,0.2734987,0.4254636,0.2710274,0.25
0.253104,0.6159525,0.6718066,0.51125824,0.5200024,0.41088104,0.6458605,0.30513522,0.5818569,0.713344,0.36941323,0.40280524,0.55509424,0.38703728,0.57854736,0.30721876,0.5126866,0.5406334,0.62253565,0.41052487,0.5574173,0.379041,0.35582507,0.54558116,0.44757834,0.41835016,0.44286773,0.5021927,0.37918177,0.499536,0.54070246,0.42059582,0.5637332,0.3026077,0.58665425,0.42276794,0.5598893,0.6533513,0.41274846,0.41259098,0.44604525,0.51388395,0.5555457,0.44200832,0.4679729,0.30700767,0.49319398,0.25964803,0.0
0.32899064,0.57464975,0.6040486,0.35871533,0.6085549,0.46184346,0.6722546,0.44443798,0.5336433,0.6548124,0.5622052,0.30211344,0.51597226,0.531577,0.53496206,0.26315355,0.6588186,0.61056286,0.47439176,0.34623045,0.46081838,0.40327185,0.5163132,0.49081644,0.610947,0.60898626,0.4899536,0.42331502,0.2660023,0.7274577,0.44122666,0.34035334,0.55474967,0.25258237,0.56020916,0.47598633,0.66476625,0.6735437,0.3458294,0.31552985,0.61395574,0.5408951,0.52299905,0.41442993,0.27455953,0.23992886,0.43345684,0.30522126,0.5
0.38533247,0.6187438,0.45208806,0.4632683,0.67209744,0.43259296,0.5493298,0.464415,0.6541809,0.591616,0.58073825,0.25418627,0.5166976,0.41739625,0.5746317,0.43005478,0.47924343,0.5347871,0.6324422,0.36187628,0.6431045,0.30934837,0.35357845,0.47520462,0.36791062,0.5064749,0.40035182,0.5506248,0.39258248,0.46887293,0.4946133,0.4072512,0.6155907,0.3563799,0.43568155,0.38616908,0.6027305,0.66775227,0.41183636,0.37094948,0.40023094,0.5386933,0.49143445,0.50375015,0.30294746,0.24954093,0.4337753,0.29465955,0.25
0.19116685,0.6658725,0.6621858,0.4349824,0.4868455,0.3470449,0.5725108,0.29335544,0.527225,0.80138326,0.35803488,0.42681703,0.54782593,0.41041914,0.54057604,0.2843762,0.63881904,0.60522497,0.5122421,0.3687183,0.43152785,0.42214832,0.45829445,0.5144541,0.5790099,0.5040285,0.4947134,0.3688817,0.23642203,0.73364955,0.48555487,0.3529985,0.5969981,0.38987377,0.54696953,0.43868473,0.6747041,0.61556554,0.38310748,0.4347694,0.46387225,0.45807305,0.5047561,0.3731915,0.29574534,0.287,0.3329015,0.35686436,0.0
0.35973215,0.5944788,0.6177212,0.40774554,0.6201845,0.5240202,0.67446333,0.46123093,0.6244978,0.6456222,0.60581356,0.32051265,0.49881962,0.42593226,0.56272715,0.32205698,0.5802344,0.5187193,0.5674481,0.49872565,0.4729868,0.3311932,0.43712085,0.38686574,0.5981067,0.53460187,0.510557,0.4418708,0.2972108,0.50654286,0.5384688,0.44596916,0.6092589,0.28541037,0.5274135,0.38871655,0.5784593,0.68134737,0.36982402,0.37180063,0.5420985,0.4646168,0.5255825,0.4726926,0.3387591,0.23370086,0.47366357,0.25145933,0.0
0.41045582,0.46244827,0.47934884,0.4978646,0.6399065,0.49654326,0.7745886,0.42811668,0.42019197,0.49157205,0.6302358,0.40404862,0.54304576,0.48789227,0.6413545,0.3340243,0.6417499,0.6309623,0.55672216,0.3675858,0.56105185,0.35631064,0.47139928,0.36097017,0.52104753,0.48033276,0.46382198,0.5060154,0.37607756,0.56781185,0.4202756,0.3780715,0.52906555,0.2794375,0.58359385,0.41684258,0.54824495,0.6994435,0.36625987,0.39356855,0.5751629,0.5690489,0.5580963,0.4626758,0.41523457,0.23001291,0.54939216,0.24681753,0.5
0.40157774,0.45563906,0.43455675,0.46437064,0.6397318,0.45587233,0.7627013,0.36153075,0.44497812,0.50610554,0.5945516,0.3828007,0.5752158,0.51320004,0.64444476,0.30481917,0.6910237,0.65313506,0.5376907,0.3418754,0.5355356,0.39825267,0.48564506,0.4199566,0.559804,0.3719424,0.45248705,0.5146966,0.36924216,0.5953409,0.40473518,0.3366136,0.45962527,0.27851582,0.60487956,0.46045786,0.6128125,0.7042535,0.36680704,0.41876793,0.5253968,0.6356388,0.5993318,0.45046785,0.441431,0.2741266,0.5335774,0.2992409,0.25
