0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,num
0.47215056,0.5100547,0.4886656,0.51904416,0.50785226,0.53060097,0.49500594,0.50584704,0.4598289,0.51424444,0.49148458,0.5123885,0.50983745,0.517556,0.49469703,0.5198734,0.5283473,0.45689994,0.49680236,0.52786237,0.4898963,0.46167716,0.49475947,0.54258764,0.49937668,0.5070299,0.53923464,0.5176048,0.5105035,0.5069866,0.523642,0.49414396,0.556819,0.5181224,0.54446125,0.45384896,0.5091809,0.49098516,0.4848022,0.4797571,0.48828775,0.4922267,0.494911,0.5148946,0.4852125,0.53199995,0.5187803,0.5430743,0.43308377,0.4971428,0.5456443,0.48029053,0.4718762,0.47731504,0.54624057,0.47898653,0.52315044,0.50004333,0.5082439,0.45062757,0.4833621,0.55926836,0.541877,0.5031037,0.25
0.45489094,0.46588477,0.44965973,0.46865642,0.45302376,0.52245665,0.4860004,0.49179423,0.45038655,0.5235393,0.5181835,0.49982914,0.5230363,0.5147143,0.5107785,0.53647256,0.56199676,0.49571145,0.48921955,0.54436004,0.50617003,0.41818383,0.53595835,0.5417279,0.532705,0.53605014,0.54588664,0.50175506,0.52550626,0.50739396,0.5445047,0.5135486,0.6019257,0.5446776,0.54149264,0.42912394,0.51848334,0.4957087,0.49233902,0.45954165,0.5060372,0.50277054,0.5096204,0.52242416,0.43037817,0.5450932,0.5098317,0.5647715,0.44520783,0.5461119,0.553524,0.4705908,0.46693537,0.4832777,0.4861986,0.51425457,0.5173215,0.5225508,0.49296448,0.4808745,0.48558563,0.5745287,0.5370155,0.4593284,0.0
0.4782736,0.49372882,0.48079613,0.47968507,0.49573556,0.529125,0.5028375,0.506036,0.474901,0.5043414,0.5145784,0.5201052,0.48695633,0.51168126,0.50868726,0.49283746,0.53257644,0.44727123,0.52107465,0.5050572,0.51532906,0.46357304,0.49639913,0.5120562,0.50563616,0.5008329,0.5130326,0.51401067,0.5118004,0.5312501,0.49516374,0.51083374,0.52669495,0.5120125,0.5301168,0.46570882,0.49798054,0.490238,0.48152414,0.47729373,0.48668963,0.50429994,0.5066393,0.5140043,0.48684084,0.543663,0.4984543,0.53503335,0.44206485,0.50397086,0.552128,0.46572042,0.47804704,0.49377802,0.52323985,0.5042457,0.52866066,0.52963275,0.51547974,0.48810533,0.48975986,0.5675229,0.5585529,0.48073706,0.0
0.4471758,0.51076454,0.4864645,0.51443344,0.5143644,0.5416238,0.49604836,0.5067087,0.45962152,0.50201005,0.5087744,0.51450056,0.49557638,0.52532935,0.48607898,0.50617176,0.5476643,0.44709563,0.5084883,0.5384687,0.4810632,0.45300376,0.4986364,0.5401184,0.514146,0.50693065,0.5420512,0.5203693,0.50015986,0.5134208,0.5187158,0.50926906,0.54538167,0.50906384,0.5524503,0.44114652,0.5021415,0.50846744,0.49482965,0.4712325,0.48312762,0.48364192,0.49000713,0.5354233,0.48255563,0.527771,0.52107316,0.53401804,0.44446182,0.49175346,0.54456276,0.48397234,0.46639252,0.47715256,0.5343265,0.48591346,0.53455245,0.50325984,0.51933855,0.48284897,0.47860953,0.56159526,0.5315449,0.5100952,0.25
0.44837138,0.5303039,0.50388426,0.50868565,0.49867284,0.531804,0.4686897,0.4984357,0.47601554,0.49945712,0.47980705,0.53019303,0.5169958,0.5122029,0.51069415,0.4921748,0.54665923,0.45930994,0.50249344,0.5416076,0.48064104,0.45313558,0.5244057,0.5537424,0.5118656,0.53606397,0.50127685,0.4972728,0.51931226,0.51753104,0.54069406,0.5018911,0.58515525,0.52918774,0.58020675,0.42833805,0.48429817,0.53663075,0.47487092,0.47557944,0.5274507,0.47827706,0.49334964,0.5491317,0.45641124,0.52744555,0.56913716,0.5292688,0.39166236,0.5073108,0.55750865,0.47758293,0.45444962,0.4512291,0.52781516,0.4880872,0.55877286,0.5208185,0.5205297,0.47115552,0.47863156,0.60001284,0.53059226,0.5107674,0.75
0.44962266,0.5076823,0.4672009,0.49282998,0.45837325,0.5419609,0.48613283,0.4899197,0.45758486,0.5193812,0.4731467,0.5307,0.53198624,0.5288643,0.50036436,0.5394938,0.5866558,0.50350523,0.4848783,0.55753416,0.51948166,0.40613833,0.54770964,0.55727553,0.49734542,0.523315,0.54236364,0.51568484,0.51518214,0.48898306,0.52995646,0.4890846,0.54541785,0.5293811,0.5545338,0.45552465,0.49154666,0.5194276,0.4767505,0.47326577,0.49075836,0.48998275,0.48617196,0.5345773,0.47453794,0.5417567,0.52884716,0.5319196,0.42934352,0.5203441,0.5452331,0.48073864,0.44297415,0.47857568,0.49865568,0.4959749,0.5105734,0.5342121,0.48901126,0.49744013,0.4866209,0.5375235,0.5226266,0.5011254,0.75
0.44639313,0.47749045,0.49211505,0.481595,0.4976157,0.5507838,0.4835224,0.48710603,0.4638702,0.5258394,0.50603616,0.5127921,0.48104057,0.51457137,0.52990013,0.50562996,0.5480203,0.45879456,0.4977426,0.517242,0.4880652,0.42877325,0.4926144,0.5050936,0.5223864,0.50961703,0.55008966,0.52841973,0.50270873,0.53342575,0.51186746,0.5093227,0.5568941,0.5020076,0.5239062,0.45159718,0.4908777,0.50653124,0.4964422,0.4535286,0.5120641,0.5030234,0.511133,0.555064,0.48481473,0.53833395,0.49540985,0.5502366,0.40663937,0.51713717,0.5418412,0.45470822,0.48047063,0.49210423,0.5208784,0.49052167,0.49452293,0.5264529,0.5162451,0.46479082,0.48895618,0.5676533,0.55877817,0.4534263,0.0
0.44741017,0.53408015,0.48872057,0.46894225,0.4897543,0.53064847,0.48182228,0.4787243,0.46877238,0.51072705,0.46414965,0.50724864,0.54332644,0.51061124,0.491482,0.49986663,0.547795,0.4600498,0.49790636,0.53557366,0.50645393,0.4723738,0.5194891,0.5412854,0.5080341,0.5130782,0.52677065,0.49703673,0.494245,0.5178293,0.5287007,0.51580095,0.5537654,0.53819466,0.53505623,0.42121732,0.47232968,0.4980389,0.45765546,0.45760626,0.45908874,0.50558877,0.4790244,0.51229125,0.47047642,0.5568046,0.509133,0.5242538,0.39156786,0.48720086,0.5550612,0.49557284,0.4595684,0.4557966,0.51940477,0.477926,0.52219814,0.50993866,0.470626,0.48905984,0.4685948,0.530851,0.5104304,0.49311993,0.25
0.44925204,0.53140914,0.48990467,0.4689305,0.48814654,0.52943087,0.48102877,0.4784234,0.46264565,0.5161118,0.46098343,0.51005316,0.5436654,0.516913,0.49585333,0.5000926,0.55310977,0.46311677,0.48978126,0.53456163,0.50176406,0.46370986,0.5245349,0.5447555,0.50772524,0.5175439,0.5300083,0.49538374,0.49235094,0.517725,0.53054476,0.5142853,0.55872,0.53915286,0.53760195,0.4148235,0.47545022,0.4945685,0.4574456,0.4551809,0.45752373,0.506236,0.48360264,0.5100657,0.46682873,0.55769575,0.51440704,0.53175616,0.39190164,0.48834276,0.5544182,0.49760267,0.4594401,0.4567493,0.519636,0.47365943,0.5237155,0.50864834,0.47376373,0.48655772,0.46507943,0.5366654,0.51132137,0.49681014,0.75
